SPEAKER,SENTENCE,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스,
고객,이 열쇠 사용하면 되나요?,H,관광여가오락,pc방,1,9,화장실 이용 문의,,Q,,이 열쇠 사용하면 되나요?,,,,열쇠,,,
점원,사용하시고 제자리 부탁드려요,H,관광여가오락,pc방,0,10,화장실 이용 문의,,A,,,,,사용하시고 제자리 부탁드려요,,,,
고객,처음 방문했는데 어떻게 이용해야 하나요?,H,관광여가오락,pc방,1,1,이용 방법 문의,,Q,,처음 방문했는데 어떻게 이용해야 하나요?,,,,,,,
점원,옆에 자동판매기에서 사용하실 컴퓨터 자리 번호를 누르시고 결제 후 이용하시면 됩니다,H,관광여가오락,pc방,0,2,무인시스템 이용 문의,,A,,,,,옆에 자동판매기에서 사용하실 컴퓨터 자리 번호를 누르시고 결제 후 이용하시면 됩니다,"옆, 자동판매기, 컴퓨터, 자리, 번호, 결제",,"옆/방향, 자동판매기/이용수단, 자리/이용석",
고객,간식은 어디서 시키나요?,H,관광여가오락,pc방,1,3,음식 주문 방법 문의,,Q,,간식은 어디서 시키나요?,,,,간식,,,
점원,컴퓨터로 주문하시면 되고 주문방법은 기재되어 있습니다,H,관광여가오락,pc방,0,4,음식 주문 방법 문의,,A,,,,,컴퓨터로 주문하시면 되고 주문방법은 기재되어 있습니다,"컴퓨터, 주문",,,
고객,카드 결제도 가능한가요?,H,관광여가오락,pc방,1,5,카드 결제 가능 문의,,Q,,카드 결제도 가능한가요?,,,,"카드, 결제",,카드/결제수단,
점원,네 컴퓨터로 주문 후 음식을 받으실 때 카드를 주시면 됩니다,H,관광여가오락,pc방,0,6,카드 결제 가능 문의,,A,,,,,네 컴퓨터로 주문 후 음식을 받으실 때 카드를 주시면 됩니다,"컴퓨터, 주문, 음식, 카드",,카드/결제수단,
고객,조금 시끄러워서 자리를 옮기고 싶은데요,H,관광여가오락,pc방,1,7,자리 변경 문의,,Q,,조금 시끄러워서 자리를 옮기고 싶은데요,,,,자리,,자리/이용석,
점원,네 도와드리겠습니다,H,관광여가오락,pc방,0,8,자리 변경 문의,,A,,,,,네 도와드리겠습니다,,,,
고객,혹시 프린트는 불가능한가요?,H,관광여가오락,pc방,1,9,프린트 이용 문의,,Q,,혹시 프린트는 불가능한가요?,,,,프린트,프린트/인쇄,,
점원,네 지금 프린트기가 고장 나서요,H,관광여가오락,pc방,0,10,프린트 이용 문의,,A,,,,,네 지금 프린트기가 고장 나서요,프린트,프린트/인쇄,,
고객,3시간에 얼마인가요?,H,관광여가오락,pc방,1,1,이용 가격 문의,,Q,,3시간에 얼마인가요?,,,,3시간,,3시간/이용시간,
점원,3000원입니다,H,관광여가오락,pc방,0,2,이용 가격 문의,,A,,,,,3000원입니다,3000원,,3000원/이용가격,
고객,그럼 1시간에는 얼마인가요?,H,관광여가오락,pc방,1,3,이용 가격 문의,,Q,,그럼 1시간에는 얼마인가요?,,,,1시간,,1시간/이용시간,
점원,1500원입니다,H,관광여가오락,pc방,0,4,이용 가격 문의,,A,,,,,1500원입니다,1500원,,1500원/이용가격,
고객,3시간으로 넣어주세요,H,관광여가오락,pc방,1,5,이용 가격 문의,,Q,,3시간으로 넣어주세요,,,,3시간,,3시간/이용시간,
점원,따로 더 필요한 거 있으세요?,H,관광여가오락,pc방,0,6,공통,공통,Q,,,따로 더 필요한 거 있으세요?,,,,,,
고객,아이스티는 얼마인가요,H,관광여가오락,pc방,1,7,음식 가격 문의,,Q,,아이스티는 얼마인가요,,,,아이스티,,아이스티/음식메뉴종류,
점원,1500원입니다,H,관광여가오락,pc방,0,8,음식 가격 문의,,A,,,,,1500원입니다,1500원,,1500원/음식가격,
고객,결제는 카드로 해도 되나요?,H,관광여가오락,pc방,1,9,카드 결제 가능 문의,,Q,,결제는 카드로 해도 되나요?,,,,"결제, 카드",,카드/결제수단,
점원,네 가능합니다,H,관광여가오락,pc방,0,10,카드 결제 가능 문의,,A,,,,,네 가능합니다,,,,
고객,아무 데나 앉으면 될까요?,H,관광여가오락,pc방,1,1,이용 방법 문의,,Q,,아무 데나 앉으면 될까요?,,,,,,,
점원,네 편한 자리에 앉으시면 됩니다,H,관광여가오락,pc방,0,2,이용 방법 문의,,A,,,,,네 편한 자리에 앉으시면 됩니다,자리,,자리/이용석,
고객,로그인 카드 가져갈게요,H,관광여가오락,pc방,1,3,이용 요청,,Q,,로그인 카드 가져갈게요,,,,로그인 카드,,로그인 카드/이용수단,
점원,네 감사합니다,H,관광여가오락,pc방,0,4,이용 요청,,A,,,,,네 감사합니다,,,,
고객,주문은 자리에서 하면 되죠?,H,관광여가오락,pc방,1,5,음식 주문 방법 문의,,Q,,주문은 자리에서 하면 되죠?,,,,"주문, 자리",,자리/이용석,
점원,메뉴 보고 주문해 주세요,H,관광여가오락,pc방,0,6,음식 주문 방법 문의,,A,,,,,메뉴 보고 주문해 주세요,"메뉴, 주문",,,
고객,음료수 먼저 가져갈게요,H,관광여가오락,pc방,1,7,음식 주문 요청,,Q,,음료수 먼저 가져갈게요,,,,음료수,,음료수/음식메뉴종류,
점원,음료는 먼저 계산해 주세요,H,관광여가오락,pc방,0,8,선후불 문의,,A,,,,,음료는 먼저 계산해 주세요,"음료, 계산",,,
고객,카드도 되나요?,H,관광여가오락,pc방,1,9,캬드 결제 가능 문의,,Q,,카드도 되나요?,,,,카드,,카드/결제수단,
점원,네 가능합니다,H,관광여가오락,pc방,0,10,카드 결제 가능 문의,,A,,,,,네 가능합니다,,,,
고객,지금 빈자리 있나요?,H,관광여가오락,pc방,1,1,빈자리 여부 문의,,Q,,지금 빈자리 있나요?,,,,빈자리,,빈자리/이용석,
점원,전부 만석이라 지금은 컴퓨터 사용이 어려울 것 같습니다,H,관광여가오락,pc방,0,2,빈자리 여부 문의,,A,,,,,전부 만석이라 지금은 컴퓨터 사용이 어려울 것 같습니다,"만석, 컴퓨터",,,
고객,언제 자리 나와요?,H,관광여가오락,pc방,1,3,대기 시간 문의,,Q,,언제 자리 나와요?,,,,자리,,자리/이용석,
점원,10분 뒤면 한자리 빌 예정입니다,H,관광여가오락,pc방,0,4,대기 시간 문의,,A,,,,,10분 뒤면 한자리 빌 예정입니다,"10분, 한자리",,"10분/대기시간, 한자리/이용석수량",
고객,저희가 두 명인데 옆자리로는 오래 걸릴까요?,H,관광여가오락,pc방,1,5,대기 시간 문의,,Q,,저희가 두 명인데 옆자리로는 오래 걸릴까요?,,,,"두 명, 옆자리",,두 명/인원수,
점원,네 10분 정도 더 걸릴 거 같아요,H,관광여가오락,pc방,0,6,대기 시간 문의,,A,,,,,네 10분 정도 더 걸릴 거 같아요,10분,,10분/대기시간,
고객,음식 주문은 여기 와서 하면 되나요?,H,관광여가오락,pc방,1,7,음식 주문 방법 문의,,Q,,음식 주문은 여기 와서 하면 되나요?,,,,"음식, 주문",,,
점원,자리에서 음식 주문해주시면 됩니다,H,관광여가오락,pc방,0,8,음식 주문 방법 문의,,A,,,,,자리에서 음식 주문해주시면 됩니다,"자리, 음식, 주문",,자리/이용석,
고객,오늘 사람이 많은데 음식도 오래 걸릴까요?,H,관광여가오락,pc방,1,9,음식 조리 시간 문의,,Q,,오늘 사람이 많은데 음식도 오래 걸릴까요?,,,,음식,,,
점원,네 오늘은 마찬가지로 10분 정도 걸릴 거 같아 앉아서 미리 주문하시는 게 나아요,H,관광여가오락,pc방,0,10,음식 조리 시간 문의,,A,,,,,네 오늘은 마찬가지로 10분 정도 걸릴 거 같아 앉아서 미리 주문하시는 게 나아요,"10분, 주문",,10분/음식조리시간,
고객,세 시간에 얼마예요?,H,관광여가오락,pc방,1,1,이용 가격 문의,,Q,,세 시간에 얼마예요?,,,,세 시간,,세 시간/이용시간,
점원,5000원입니다,H,관광여가오락,pc방,0,2,이용 가격 문의,,A,,,,,5000원입니다,5000원,,5000원/이용가격,
고객,금연석 자리 있나요?,H,관광여가오락,pc방,1,3,금연석 요청,,Q,,금연석 자리 있나요?,,,,"금연석, 자리",,"금연석/이용석, 자리/이용석",
점원,네 자리 많이 있어요,H,관광여가오락,pc방,0,4,금연석 요청,,A,,,,,네 자리 많이 있어요,자리,,자리/이용석,
고객,여기 컴퓨터 사양 배그 돼요?,H,관광여가오락,pc방,1,5,컴퓨터 성능 문의,,Q,,여기 컴퓨터 사양 배그 돼요?,,,,"컴퓨터, 사양, 배그",배그/배틀그라운드,,
점원,네 고사양 컴퓨터입니다,H,관광여가오락,pc방,0,6,컴퓨터 성능 문의,,A,,,,,네 고사양 컴퓨터입니다,"고사양, 컴퓨터",,,
고객,세 시간 해놓고 중간에 30분 정도 나갔다 와도 되나요?,H,관광여가오락,pc방,1,7,이용 방법 문의,,Q,,세 시간 해놓고 중간에 30분 정도 나갔다 와도 되나요?,,,,"세 시간, 30분",,"세 시간/이용시간, 30분/이용가격",
점원,가능은 한데 시간은 더 드리지 않아요,H,관광여가오락,pc방,0,8,이용 방법 문의,,A,,,,,가능은 한데 시간은 더 드리지 않아요,시간,,,
고객,그럼 어떻게 하죠?,H,관광여가오락,pc방,1,9,이용 방법 문의,,Q,,그럼 어떻게 하죠?,,,,,,,
점원,따로따로 결제하세요,H,관광여가오락,pc방,0,10,이용 방법 문의,,A,,,,,따로따로 결제하세요,결제,,,
고객,프린트 사용 가능한 PC가 있나요?,H,관광여가오락,pc방,1,1,프린트 이용 문의,,Q,,프린트 사용 가능한 PC가 있나요?,,,,"프린트, PC","프린트/인쇄, PC/컴퓨터",,
점원,네 왼쪽 끝에 프린트라고 적힌 PC에서 프린트 가능합니다,H,관광여가오락,pc방,0,2,프린트 이용 문의,,A,,,,,네 왼쪽 끝에 프린트라고 적힌 PC에서 프린트 가능합니다,"왼쪽, 프린트, PC, 프린트","프린트/인쇄, PC/컴퓨터",왼쪽/방향,
고객,1장 인쇄하는데 비용이 얼마인가요?,H,관광여가오락,pc방,1,3,인쇄 가격 문의,,Q,,1장 인쇄하는데 비용이 얼마인가요?,,,,"1장, 인쇄, 비용",,1장/수량,
점원,흑백은 1장에 100원 컬러는 200원입니다,H,관광여가오락,pc방,0,4,인쇄 가격 문의,,A,,,,,흑백은 1장에 100원 컬러는 200원입니다,"흑백, 1장, 100원, 컬러, 200원",,"흑백/인쇄색상, 1장/수량, 100원/이용가격, 컬러/인쇄색상, 200원/이용가격",
고객,컬러로 10장 인쇄하려고 하는데 비용은 지금 지불하나요?,H,관광여가오락,pc방,1,5,선후불 문의,,Q,,컬러로 10장 인쇄하려고 하는데 비용은 지금 지불하나요?,,,,"컬러, 10장, 인쇄, 비용, 지불",,"컬러/인쇄색상, 10장/수량",
점원,프린트 다 하시고 가실 때 한 번에 계산하시면 됩니다,H,관광여가오락,pc방,0,6,선후불 문의,,A,,,,,프린트 다 하시고 가실 때 한 번에 계산하시면 됩니다,"프린트, 계산",프린트/인쇄,,
고객,프린트 가능 PC를 다른 분이 사용 중이신데 다른 PC는 없나요?,H,관광여가오락,pc방,1,7,자리 변경 문의,,Q,,프린트 가능 PC를 다른 분이 사용 중이신데 다른 PC는 없나요?,,,,"프린트, PC, PC","프린트/인쇄, PC/컴퓨터",,
점원,10분 정도 기다려 주실 수 있으세요?,H,관광여가오락,pc방,0,8,대기 시간 문의,대기 시간,Q,,,10분 정도 기다려 주실 수 있으세요?,,,10분,,,
고객,지금 급하게 인쇄해야 합니다,H,관광여가오락,pc방,1,9,대기 시간 문의,대기 시간,A,,,,지금 급하게 인쇄해야 합니다,,인쇄,,,
점원,그럼 카운터에 있는 PC를 사용하세요,H,관광여가오락,pc방,0,10,자리 변경 문의,,A,7,,,,그럼 카운터에 있는 PC를 사용하세요,"카운터, PC","카운터/계산대, PC/컴퓨터",,
고객,두 개가 이어진 좌석이 있나요?,H,관광여가오락,pc방,1,1,빈자리 여부 문의,,Q,,두 개가 이어진 좌석이 있나요?,,,,"두 개, 좌석",,두 개/수량,
점원,네 있습니다,H,관광여가오락,pc방,0,2,빈자리 여부 문의,,A,,,,,네 있습니다,,,,
고객,음식을 주문하려고 하는데 현금으로 가능한가요?,H,관광여가오락,pc방,1,3,현금 결제 가능 문의,,Q,,음식을 주문하려고 하는데 현금으로 가능한가요?,,,,"음식, 주문, 현금",,현금/결제수단,
점원,네 가능합니다,H,관광여가오락,pc방,0,4,현금 결제 가능 문의,,A,,,,,네 가능합니다,,,,
고객,컴퓨터가 잘 안되는데 자리 옮겨도 되나요?,H,관광여가오락,pc방,1,5,자리 변경 문의,,Q,,컴퓨터가 잘 안되는데 자리 옮겨도 되나요?,,,,컴퓨터,,,
점원,컴퓨터 사용 정지하신 후에 옮겨주세요,H,관광여가오락,pc방,0,6,자리 변경 문의,,A,,,,,컴퓨터 사용 정지하신 후에 옮겨주세요,컴퓨터,,,
고객,동생이 청소년인데 제가 보호자 면 밤 열시 넘어도 사용 가능한가요?,H,관광여가오락,pc방,1,7,청소년 이용 시간 문의,,Q,,동생이 청소년인데 제가 보호자 면 밤 열시 넘어도 사용 가능한가요?,,,,"동생, 청소년, 보호자, 밤 열시",,청소년/이용연령,
점원,청소년은 사용 불가능해서 나가주셔야 합니다,H,관광여가오락,pc방,0,8,청소년 이용 시간 문의,,A,,,,,청소년은 사용 불가능해서 나가주셔야 합니다,청소년,,청소년/이용연령,
고객,흡연실은 어디 있나요?,H,관광여가오락,pc방,1,9,흡연실 위치 문의,,Q,,흡연실은 어디 있나요?,,,,흡연실,,흡연실/이용시설,
점원,피시방에 흡연실은 따로 없습니다,H,관광여가오락,pc방,0,10,흡연실 위치 문의,,A,,,,,피시방에 흡연실은 따로 없습니다,"피시방, 흡연실",,흡연실/이용시설,
고객,2명 자리 있어요?,H,관광여가오락,pc방,1,1,빈자리 여부 문의,,Q,,2명 자리 있어요?,,,,"2명, 자리",,"2명/인원수, 자리/이용석",
점원,네 저희 pc방은 이용해 보신 적 있나요?,H,관광여가오락,pc방,0,2,고객 관리,회원 정보 조회,Q,,,네 저희 pc방은 이용해 보신 적 있나요?,,,pc방,,PC방/업소명,
고객,처음인데 너무 오랜만에 pc방에 와서 생소하네요,H,관광여가오락,pc방,1,3,고객 관리,회원 정보 조회,A,,,,처음인데 너무 오랜만에 pc방에 와서 생소하네요,,pc방,,PC방/업소명,
점원,자리는 15번 16번 앉으시면 되세요,H,관광여가오락,pc방,0,4,이용 요청,,A,1,,,,자리는 15번 16번 앉으시면 되세요,"자리, 15번, 16번",,"자리/이용석, 15번/이용석번호, 16번/이용석번호",
고객,지금 라면 주문해도 돼요?,H,관광여가오락,pc방,1,5,음식 주문 문의,,Q,,지금 라면 주문해도 돼요?,,,,"라면, 주문",,라면/음식메뉴종류,
점원,요즘은 컴퓨터로 주문하는데 자리에 앉으셔서 한번 보시고 주문해주세요,H,관광여가오락,pc방,0,6,음식 주문 방법 문의,주문 방법 안내,Q,,,요즘은 컴퓨터로 주문하는데  자리에 앉으셔서 한번 보시고  주문해주세요,,,"컴퓨터, 주문, 자리, 주문",,자리/이용석,
고객,컴퓨터로 주문하다니 신기하네요,H,관광여가오락,pc방,1,7,음식 주문 방법 문의,주문 방법 안내,A,,,,컴퓨터로 주문하다니 신기하네요,,"컴퓨터, 주문",,,
점원,기능이 많이 좋아졌어요,H,관광여가오락,pc방,0,8,음식 주문 문의,,A,,,,,기능이 많이 좋아졌어요,,,,
고객,자주 와야겠어요,H,관광여가오락,pc방,1,9,음식 주문 문의,,A,,,,자주 와야겠어요,,,,,
점원,자주 오시면 쿠폰 드릴게요,H,관광여가오락,pc방,0,10,음식 주문 문의,,A,,,,,자주 오시면 쿠폰 드릴게요,쿠폰,,,
고객,여기 짜파게티 컵라면이 얼마에요?,H,관광여가오락,pc방,1,1,음식 가격 문의,,Q,,여기 짜파게티 컵라면이 얼마에요?,,,,짜파게티 컵라면,,짜파게티 컵라면/음식메뉴종류,
점원,1500원입니다,H,관광여가오락,pc방,0,2,음식 가격 문의,,A,,,,,1500원입니다,1500원,,1500원/음식가격,
고객,단무지도 같이 주시나요?,H,관광여가오락,pc방,1,3,음식 주문 문의,,Q,,단무지도 같이 주시나요?,,,,단무지,,단무지/음식메뉴종류,
점원,네 드립니다,H,관광여가오락,pc방,0,4,음식 주문 문의,,A,,,,,네 드립니다,,,,
고객,그럼 짜파게티 컵라면이랑 콜라 하나 주세요,H,관광여가오락,pc방,1,5,음식 주문 요청,,Q,,그럼 짜파게티 컵라면이랑 콜라 하나 주세요,,,,"짜파게티 컵라면, 콜라, 하나",,"짜파게티 컵라면/음식메뉴종류, 콜라/음식메뉴종류, 하나/수량",
점원,알겠습니다 자리에서 기다리면 가져다드리겠습니다,H,관광여가오락,pc방,0,6,음식 주문 요청,,A,,,,,알겠습니다 자리에서 기다리면 가져다드리겠습니다,자리,,자리/이용석,
고객,콜라부터 가져가도 돼요?,H,관광여가오락,pc방,1,7,음식 주문 문의,,Q,,콜라부터 가져가도 돼요?,,,,콜라,,콜라/음식메뉴종류,
점원,네 가능합니다,H,관광여가오락,pc방,0,8,음식 주문 문의,,A,,,,,네 가능합니다,,,,
고객,결제는 이따 나가면서 하면 되죠?,H,관광여가오락,pc방,1,9,선후불 문의,,Q,,결제는 이따 나가면서 하면 되죠?,,,,결제,,,
점원,네 PC방 비용이랑 같이 결제하면 됩니다,H,관광여가오락,pc방,0,10,선후불 문의,,A,,,,,네 PC방 비용이랑 같이 결제하면 됩니다,"PC방, 비용, 결제",,PC방/업소명,
고객,8번 컴퓨터 라면 하나 주세요,H,관광여가오락,pc방,1,1,음식 주문 요청,,Q,,8번 컴퓨터 라면 하나 주세요,,,,"8번, 컴퓨터, 라면, 하나",,"8번/이용석번호, 라면/음식메뉴종류, 하나/수량",
점원,다른 건 필요하지 않으세요?,H,관광여가오락,pc방,0,2,공통,공통,Q,,,다른 건 필요하지 않으세요?,,,,,,
고객,콜라도 하나 주세요,H,관광여가오락,pc방,1,3,음식 주문 요청,,Q,,콜라도 하나 주세요,,,,"콜라, 하나",,"콜라/음식메뉴종류, 하나/수량",
점원,네 10분 정도 소요될 예정입니다,H,관광여가오락,pc방,0,4,음식 조리 시간 문의,,A,1,,,,네 10분 정도 소요될 예정입니다,10분,,10분/음식조리시간,
고객,네 여기 담배는 어디서 피면 되나요?,H,관광여가오락,pc방,1,5,흡연실 위치 문의,,Q,,네 여기 담배는 어디서 피면 되나요?,,,,담배,,,
점원,2층으로 올라가시면 베란다가 있는데 거기서 피시면 됩니다,H,관광여가오락,pc방,0,6,흡연실 위치 문의,,A,,,,,2층으로 올라가시면 베란다가 있는데 거기서 피시면 됩니다,"2층, 베란다",,베란다/이용시설,
고객,네 그러면 화장실은 어디인가요?,H,관광여가오락,pc방,1,7,화장실 위치 문의,,Q,,네 그러면 화장실은 어디인가요?,,,,화장실,,화장실/이용시설,
점원,2층 베란다 옆에 바로 남자 화장실 있습니다,H,관광여가오락,pc방,0,8,화장실 위치 문의,,A,,,,,2층 베란다 옆에 바로 남자 화장실 있습니다,"2층, 베란다, 옆, 남자, 화장실",,"베란다/이용시설, 옆/방향, 남자/성별, 화장실/이용시설",
고객,네 화장실 다녀온 후 라면 가지러 오겠습니다,H,관광여가오락,pc방,1,9,음식 주문 요청,,Q,,네 화장실 다녀온 후 라면 가지러 오겠습니다,,,,"화장실, 라면",,"화장실/이용시설, 라면/음식메뉴종류",
점원,곧 만들어 드리겠습니다,H,관광여가오락,pc방,0,10,음식 주문 요청,,A,,,,,곧 만들어 드리겠습니다,,,,
고객,시간당 얼마인가요?,H,관광여가오락,pc방,1,1,이용 가격 문의,,Q,,시간당 얼마인가요?,,,,시간,,,
점원,1시간에 1200원입니다,H,관광여가오락,pc방,0,2,이용 가격 문의,,A,,,,,1시간에 1200원입니다,"1시간, 1200원",,"1시간/이용시간, 1200원/이용가격",
고객,지금 지불하나요?,H,관광여가오락,pc방,1,3,선후불 문의,,Q,,지금 지불하나요?,,,,지불,,,
점원,이용하시고 나가실 때 지불하시면 됩니다,H,관광여가오락,pc방,0,4,선후불 문의,,A,,,,,이용하시고 나가실 때 지불하시면 됩니다,지불,,,
고객,금연 룸이 어디인가요?,H,관광여가오락,pc방,1,5,금연석 요청,,Q,,금연 룸이 어디인가요?,,,,금연 룸,,금연 룸/이용시설,
점원,왼쪽으로 들어가시면 됩니다,H,관광여가오락,pc방,0,6,금연석 요청,,A,,,,,왼쪽으로 들어가시면 됩니다,왼쪽,,왼쪽/방향,
고객,식사도 주문할 수 있습니까?,H,관광여가오락,pc방,1,7,음식 주문 문의,,Q,,식사도 주문할 수 있습니까?,,,,"식사, 주문",,,
점원,라면같이 간단한 것은 가능합니다,H,관광여가오락,pc방,0,8,음식 주문 문의,,A,,,,,라면같이 간단한 것은 가능합니다,라면,,라면/음식메뉴종류,
고객,그럼 라면 하나하고 찐 계란 한 개 부탁합니다,H,관광여가오락,pc방,1,9,음식 주문 요청,,Q,,그럼 라면 하나하고 찐 계란 한 개 부탁합니다,,,,"라면, 하나, 찐 계란, 한 개",,"라면/음식메뉴종류, 하나/수량, 찐 계란/음식메뉴종류, 한 개/수량",
점원,바로 갖다 드리겠습니다,H,관광여가오락,pc방,0,10,음식 주문 요청,,A,,,,,바로 갖다 드리겠습니다,,,,
고객,제가 이용하고 있는 자리에서 5시간 연장 이용할 수 있나요?,H,관광여가오락,pc방,1,1,이용 시간 연장 문의,,Q,,제가 이용하고 있는 자리에서 5시간 연장 이용할 수 있나요?,,,,"자리, 5시간",,"자리/이용석, 5시간/이용시간",
점원,네 됩니다,H,관광여가오락,pc방,0,2,이용 시간 연장 문의,,A,,,,,네 됩니다,,,,
고객,지금 라면하고 햄버거 주문할 수 있나요?,H,관광여가오락,pc방,1,3,음식 주문 문의,,Q,,지금 라면하고 햄버거 주문할 수 있나요?,,,,"라면, 햄버거, 주문",,"라면/음식메뉴종류, 햄버거/음식메뉴종류",
점원,네 라면하고 불고기버거 있습니다,H,관광여가오락,pc방,0,4,음식 주문 문의,,A,,,,,네 라면하고 불고기버거 있습니다,"라면, 불고기버거",,"라면/음식메뉴종류, 불고기버거/음식메뉴종류",
고객,아이스 아메리카노도 같이 주문할 수 있나요?,H,관광여가오락,pc방,1,5,음식 주문 문의,,Q,,아이스 아메리카노도 같이 주문할 수 있나요?,,,,"아이스 아메리카노, 주문",,아이스 아메리카노/음식메뉴종류,
점원,네 가능합니다,H,관광여가오락,pc방,0,6,음식 주문 문의,,A,,,,,아이스 아메리카노도 같이 주문할 수 있나요?,,,,
고객,회원으로 등록하면 할인되나요?,H,관광여가오락,pc방,1,7,회원 혜택,,Q,,회원으로 등록하면 할인되나요?,,,,"회원, 등록, 할인",,회원/멤버십,
점원,회원 등록하시면 천 원에 20분 추가해드립니다,H,관광여가오락,pc방,0,8,회원 혜택,,A,,,,,회원 등록하시면 천 원에 20분 추가해드립니다,"회원 등록, 천 원, 20분",,"회원 등록/멤버십, 천 원/이용가격, 20분/이용시간",
고객,프린트할게 있는데 프린터기 이용할 수 있나요?,H,관광여가오락,pc방,1,9,프린트 이용 문의,,Q,,프린트할게 있는데 프린터기 이용할 수 있나요?,,,,"프린트, 프린터기",프린트/인쇄,프린터기/주변기기,
점원,네 프린트기는 10번과 11번 자리에 배치되어 있습니다,H,관광여가오락,pc방,0,10,이용 요청,,A,,,,,네 프린트기는 10번과 11번 자리에 배치되어 있습니다,"프린트기, 10번, 11번, 자리",,"프린트기/주변기기, 10번/이용석번호, 11번/이용석번호, 자리/이용석",
고객,엑셀로 자료를 뽑으려면 시간당 제가 돈을 드려야 되나요?,H,관광여가오락,pc방,1,1,요금 문의,,Q,,엑셀로 자료를 뽑으려면 시간당 제가 돈을 드려야 되나요?,,,,"엑셀, 자료, 시간, 돈",,엑셀/컴퓨터프로그램,
점원,"한 시간은 기본이고 비회원이시면 사십분에 천 원, 회원이시면 오십분에 천 원이에요",H,관광여가오락,pc방,0,2,회원 혜택,,A,,,,,"한 시간은 기본이고 비회원이시면 사십분에 천 원, 회원이시면 오십분에 천 원이에요","한 시간, 기본, 비회원, 사십분, 천 원, 회원, 오십분, 천 원",,"한 시간/이용시간, 기본/이용시간, 비회원/회원제, 사십분/이용시간, 천 원/요금, 회원/회원제, 오십분/이용시간, 천 원/요금",
고객,저는 비회원이에요,H,관광여가오락,pc방,1,3,회원 혜택,회원 혜택 안내,A,,,,저는 비회원이에요,,비회원,,비회원/회원제,
점원,근데 지금 잉크가 없어서 출력이 안돼요 ,H,관광여가오락,pc방,0,4,프린트 이용 문의,,A,,,,,근데 지금 잉크가 없어서 출력이 안돼요 ,"잉크, 출력",,"잉크/프린트, 출력/프린트",
고객,주말에는 프린트 하려면 비용이 얼마나 들어요?,H,관광여가오락,pc방,1,5,요금 문의,,Q,,주말에는 프린트 하려면 비용이 얼마나 들어요?,,,,"주말, 프린트, 비용",,"주말/휴일영업, 비용/요금",
점원,"흑백은 삼백 원, 컬러는 오백 원 이렇게 되거든요",H,관광여가오락,pc방,0,6,요금 문의,,A,,,,,"흑백은 삼백 원, 컬러는 오백 원 이렇게 되거든요","흑백, 삼백 원, 컬러, 오백 원",,"흑백/프린트, 삼백 원/요금, 컬러/프린트, 오백 원/요금",
고객,엑셀로 자료를 좀 뽑으려면 한 장당 얼마나 하나요?,H,관광여가오락,pc방,1,1,요금 문의,,Q,,엑셀로 자료를 좀 뽑으려면 한 장당 얼마나 하나요?,,,,"엑셀, 자료, 한 장",,"엑셀/컴퓨터프로그램, 한 장/수량",
점원,저희가 지금 프린트가 고장나서 출력이 안돼요,H,관광여가오락,pc방,0,2,프린트 이용 문의,,A,,,,,저희가 지금 프린트가 고장나서 출력이 안돼요,"프린트, 고장, 출력",,출력/프린트,
고객,그럼 언제쯤 되나요?,H,관광여가오락,pc방,1,3,프린트 이용 문의,,Q,,그럼 언제쯤 되나요?,,,,언제,,,
점원,수리하는데 조금 걸려요,H,관광여가오락,pc방,0,4,프린트 이용 문의,,A,,,,,수리하는데 조금 걸려요,,,,
고객,여기도 체인점이죠?,H,관광여가오락,pc방,1,5,체인점 문의,,Q,,여기도 체인점이죠?,,,,체인점,,,
점원,예 체인점입니다,H,관광여가오락,pc방,0,6,체인점 문의,,A,,,,,예 체인점입니다,,,,
고객,그러면 만약에 프린트 고치면 장당 얼마해요?,H,관광여가오락,pc방,1,7,요금 문의,,Q,,그러면 만약에 프린트 고치면 장당 얼마해요?,,,,"프린트, 장당",,장당/수량,
점원,장당 삼백 원요,H,관광여가오락,pc방,0,8,요금 문의,,A,1,,,,장당 삼백 원요,"장당, 삼백 원",,"장당/수량, 삼백 원/요금",
고객,열 장이면 삼천 원인데 컴퓨터 쓰는데 얼마 드려야 되죠?,H,관광여가오락,pc방,1,9,요금 문의,,Q,,열 장이면 삼천 원인데 컴퓨터 쓰는데 얼마 드려야 되죠?,,,,"열 장, 삼천 원, 컴퓨터",,"열 장/수량, 삼천 원/요금",
점원,비회원은 한 시간에 팔백 원이예요,H,관광여가오락,pc방,0,10,요금 문의,,A,,,,,비회원은 한 시간에 팔백 원이예요,"비회원, 한 시간, 팔백 원",,"비회원/회원제, 한 시간/이용시간, 팔백 원/요금",
고객,오늘 저녁에 여기 친구들이랑 단체로 올껀데 자리 예약돼요?,H,관광여가오락,pc방,1,1,예약 문의,,Q,,오늘 저녁에 여기 친구들이랑 단체로 올껀데 자리 예약돼요?,,,,"저녁, 친구, 단체, 자리, 예약",,자리/이용석,
점원,자리 예약하기가 좀 난감해서 자리 예약 안해도 돼요 ,H,관광여가오락,pc방,0,2,예약 문의,,A,,,,,자리 예약하기가 좀 난감해서 자리 예약 안해도 돼요 ,"자리, 예약, 난감, 자리, 예약",,자리/이용석,
