"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스",""
"고객","물을 더 받을 수도 있나요?","G","숙박","호텔","1","25","용품추가문의","","Q","","물을 더 받을 수도 있나요?","","","","물","","",""
"점원","물을 더 받으실 수도 있고, 칠층에 정수기도 있어요","G","숙박","호텔","0","26","용품추가문의","","A","","","","","물을 더 받으실 수도 있고, 칠층에 정수기도 있어요","물,칠층,정수기","","칠층/층수",""
"고객","애완견 저희가 데리고 가면 안 되나요?","G","숙박","호텔","1","27","애완동물동반문의","","Q","","애완견 저희가 데리고 가면 안 되나요?","","","","애완견","","",""
"점원","애완견은 출입이 불가능하세요","G","숙박","호텔","0","28","애완동물동반문의","","A","","","","","애완견은 출입이 불가능하세요","애완견,출입,불가능","","",""
"고객","결제할 때 제휴 할인 카드가 있나요?","G","숙박","호텔","1","29","제휴할인문의","","Q","","결제할 때 제휴 할인 카드가 있나요?","","","","결제,제휴 할인 카드","","제휴 할인 카드/카드 종류",""
"점원","제휴 할인 카드는 없어요","G","숙박","호텔","0","30","제휴할인문의","","A","","","","","제휴 할인 카드는 없어요","제휴 할인 카드","","제휴 할인 카드/카드 종류",""
"고객","이용할 수 있는 편의시설은 어떤 게 있나요?","G","숙박","호텔","1","31","호텔內편의시설문의","","Q","","이용할 수 있는 편의시설은 어떤 게 있나요?","","","","이용,편의시설","","",""
"점원","편의시설은 없고 숙박만 가능하세요","G","숙박","호텔","0","32","호텔內편의시설문의","","A","","","","","편의시설은 없고 숙박만 가능하세요","편의시설,숙박","","",""
"고객","커피숍이나 이런 건 전혀 없네요?","G","숙박","호텔","1","33","호텔內편의시설문의","","Q","","커피숍이나 이런 건 전혀 없네요?","","","","커피숍","","커피숍/가게 종류",""
"점원","네, 커피숍은 없어요","G","숙박","호텔","0","34","호텔內편의시설문의","","A","","","","","네, 커피숍은 없어요","커피숍","","커피숍/가게 종류",""
"고객","삼월 십육일 예약 가능한가요?","G","숙박","호텔","1","1","특정날짜예약문의","","Q","","삼월 십육일 예약 가능한가요?","","","","삼월 십육일,예약","","삼월 십육일/날짜",""
"점원","토요일이에요?","G","숙박","호텔","0","2","특정날짜예약문의","날짜확인","Q","","","토요일이에요?","","","토요일","","토요일/요일",""
"고객","네, 토요일 맞아요","G","숙박","호텔","1","3","특정날짜예약문의","날짜확인","A","","","","네, 토요일 맞아요","","토요일","","토요일/요일",""
"점원","몇 분이신가요?","G","숙박","호텔","0","4","특정날짜예약문의","인원수문의","Q","","","몇 분이신가요?","","","몇 분","","몇 분/인원",""
"고객","총 다섯 명이 묵을 거예요","G","숙박","호텔","1","5","특정날짜예약문의","인원수문의","A","","","","총 다섯 명이 묵을 거예요","","다섯 명","","다섯 명/인원",""
"점원","가족이신가요?","G","숙박","호텔","0","6","특정날짜예약문의","가족확인","Q","","","가족이신가요?","","","가족","","",""
"고객","네, 한 가족이에요","G","숙박","호텔","1","7","특정날짜예약문의","가족확인","A","","","","네, 한 가족이에요","","한 가족","","",""
"점원","토요일로 빌라 스위트라고 베드 세 개 있는 육 인실이 있어요. 삼 인실 하나, 이인실 하나 사용도 가능하세요","G","숙박","호텔","0","8","특정날짜예약문의","","A","1","","","","토요일로 빌라 스위트라고 베드 세 개 있는 육 인실이 있어요. 삼 인실 하나, 이인실 하나 사용도 가능하세요","토요일,빌라 스위트,베드,세 개,육 인,삼 인,하나,이인,하나","","토요일/요일,빌라 스위트/방 종류,세 개/수량,육 인/인원,삼 인/인원,하나/수량,이인/인원",""
"고객","빌라 스위트 요금은 어떻게 되나요?","G","숙박","호텔","1","9","이용요금문의","","Q","","빌라 스위트 요금은 어떻게 되나요?","","","","빌라 스위트,요금","","빌라 스위트/방 종류",""
"점원","빌라 스위트 더블베드 세 개는 별채로 육 인실이 이십육만 원이에요","G","숙박","호텔","0","10","이용요금문의","","A","","","","","빌라 스위트 더블베드 세 개는 별채로 육 인실이 이십육만 원이에요","빌라 스위트,더블베드,세 개,별채,육 인,이십육만 원","","빌라 스위트/방 종류,더블베드/침대 종류,세 개/수량,별채/방 종류,육 인/인원,이십육만 원/가격",""
"고객","체크인 시간은 몇 시에요?","G","숙박","호텔","1","11","체크인시간문의","","Q","","체크인 시간은 몇 시에요?","","","","체크인,몇 시","","몇 시/시간",""
"점원","세시 이후에는 체크인 가능하세요","G","숙박","호텔","0","12","체크인시간문의","","A","","","","","세시 이후에는 체크인 가능하세요","세시,체크인","","세시/시간",""
"고객","체크아웃 시간은요?","G","숙박","호텔","1","13","체크아웃시간문의","","Q","","체크아웃 시간은요?","","","","체크아웃,시간","","",""
"점원","뒷날 열한 시까지예요","G","숙박","호텔","0","14","체크아웃시간문의","","A","","","","","뒷날 열한 시까지예요","뒷날,열한 시","","열한 시/시간",""
"고객","조식은 포함된 가격인가요?","G","숙박","호텔","1","15","조식제공문의","","Q","","조식은 포함된 가격인가요?","","","","조식,가격","","",""
"점원","조식은 인당 만 오천 원씩인데 다섯 분, 만 원씩 해서 오만 원으로 해드릴게요","G","숙박","호텔","0","16","조식제공문의","","A","","","","","조식은 인당 만 오천 원씩인데 다섯 분, 만 원씩 해서 오만 원으로 해드릴게요","조식,만 오천 원,다섯 분,만 원,오만 원","","만 오천 원/가격,다섯 분/인원,만 원/가격,오만 원/가격",""
"고객","공항까지 셔틀버스 운영하나요?","G","숙박","호텔","1","17","셔틀버스문의","","Q","","공항까지 셔틀버스 운영하나요?","","","","공항,셔틀버스,운영","","셔틀버스/이동수단",""
"점원","픽업 서비스 말씀이신가요?","G","숙박","호텔","0","18","셔틀버스문의","픽업확인","Q","","","픽업 서비스 말씀이신가요?","","","픽업 서비스","","픽업 서비스/서비스 종류",""
"고객","네, 공항 픽업 서비스요","G","숙박","호텔","1","19","셔틀버스문의","픽업확인","A","","","","네, 공항 픽업 서비스요","","공항,픽업 서비스","","픽업 서비스/서비스 종류",""
"점원","픽업은 없고 호텔에서 김포공항까지 차로 이십 분 정도 걸려요","G","숙박","호텔","0","20","셔틀버스문의","","A","17","","","","픽업은 없고 호텔에서 김포공항까지 차로 이십 분 정도 걸려요","픽업,호텔,김포공항,차,이십 분","픽업/픽업 서비스","픽업 서비스/서비스 종류,호텔/숙박시설 종류",""
"고객","공항에서 호텔까지 택시 요금이 얼마쯤 나오나요?","G","숙박","호텔","1","21","소요비용문의","","Q","","공항에서 호텔까지 택시 요금이 얼마쯤 나오나요?","","","","공항,호텔,택시,요금","","호텔/숙박시설 종류,택시/이동수단",""
"점원","택시 요금이 정확히는 잘 모르지만 만 원에서 만 오천 원 정도 나올 거예요","G","숙박","호텔","0","22","소요비용문의","","A","","","","","택시 요금이 정확히는 잘 모르지만 만 원에서 만 오천 원 정도 나올 거예요","택시,요금,만 원,만 오천 원","","택시/이동수단,만 원/가격,만 오천 원/가격",""
"고객","공항까지 버스로는 얼마나 걸려요?","G","숙박","호텔","1","23","소요시간문의","","Q","","공항까지 버스로는 얼마나 걸려요?","","","","공항,버스","","버스/이동수단",""
"점원","버스로는 한 사오십분 걸리고 일반 승용차로는 십오분에서 이십 분 정도 걸려요","G","숙박","호텔","0","24","소요시간문의","","A","","","","","버스로는 한 사오십분 걸리고 일반 승용차로는 십오분에서 이십 분 정도 걸려요","버스,사오십분,승용차,십오분,이십 분","","버스/이동수단,사오십분/시간,승용차/이동수단,십오분/시간,이십 분/시간",""
"고객","연계된 렌터카 회사가 있나요?","G","숙박","호텔","1","25","렌터카문의","","Q","","연계된 렌터카 회사가 있나요?","","","","렌터카,회사","","렌터카/이동수단",""
"점원","렌터카는 아는 지인을 호텔 측에서 소개를 해주고 있어요","G","숙박","호텔","0","26","렌터카문의","","A","","","","","렌터카는 아는 지인을 호텔 측에서 소개를 해주고 있어요","렌터카,지인,호텔,소개","","렌터카/이동수단,호텔/숙박시설 종류",""
"고객","애완동물 데려가도 되나요?","G","숙박","호텔","1","27","애완동물동반문의","","Q","","애완동물 데려가도 되나요?","","","","애완동물","","",""
"점원","애완동물은 저희가 반입 금지예요","G","숙박","호텔","0","28","애완동물동반문의","","A","","","","","애완동물은 저희가 반입 금지예요","애완동물,반입,금지","","",""
"고객","삼월 이십구일 예약이 가능한가요?","G","숙박","호텔","1","1","특정날짜예약문의","","Q","","삼월 이십구일 예약이 가능한가요?","","","","삼월 이십구일,예약","","삼월 이십구일/날짜",""
"점원","삼월 이십구일, 금요일이죠?","G","숙박","호텔","0","2","특정날짜예약문의","날짜확인","Q","","","삼월 이십구일, 금요일이죠?","","","삼월 이십구일,금요일","","삼월 이십구일/날짜,금요일/요일",""
"고객","예, 삼월 이십구일 금요일 맞아요","G","숙박","호텔","1","3","특정날짜예약문의","날짜확인","A","","","","예, 삼월 이십구일 금요일 맞아요","","삼월 이십구일,금요일","","삼월 이십구일/날짜,금요일/요일",""
"점원","몇 분 오세요?","G","숙박","호텔","0","4","특정날짜예약문의","인원수문의","Q","","","몇 분 오세요?","","","몇 분","","몇 분/인원",""
"고객","총 세명이에요","G","숙박","호텔","1","5","특정날짜예약문의","인원수문의","A","","","","총 세명이에요","","세명","","세명/인원",""
"점원","금요일 세명이면 예약 가능해요","G","숙박","호텔","0","6","특정날짜예약문의","","A","1","","","","금요일 세명이면 예약 가능해요","금요일,세명,예약","","금요일/요일,세명/인원",""
"고객","뷰가 조금 좋은 방으로 해서 이용 요금이 어떻게 되나요?","G","숙박","호텔","1","7","이용요금문의","","Q","","뷰가 조금 좋은 방으로 해서 이용 요금이 어떻게 되나요?","","","","뷰,방,이용 요금","","",""
"점원","디럭스 트윈이라고 침대가 두 개 있는 방이 있는데, 그런 방은 괜찮으세요?","G","숙박","호텔","0","8","이용요금문의","객실공간문의","Q","","","디럭스 트윈이라고 침대가 두 개 있는 방이 있는데, 그런 방은 괜찮으세요?","","","디럭스 트윈,침대,두 개,방,방","","디럭스 트윈/방 종류,두 개/수량",""
"고객","가족이니까 상관없을 거 같아요","G","숙박","호텔","1","9","이용요금문의","객실공간문의","A","","","","가족이니까 상관없을 거 같아요","","가족","","",""
"점원","디럭스 트윈 하시면 칠만 원이에요","G","숙박","호텔","0","10","이용요금문의","","A","7","","","","디럭스 트윈 하시면 칠만 원이에요","디럭스 트윈,칠만 원","","디럭스 트윈/방 종류,칠만 원/가격",""
"고객","조식이 포함된 가격인가요?","G","숙박","호텔","1","11","조식제공문의","","Q","","조식이 포함된 가격인가요?","","","","조식,가격","","",""
"점원","저희는 조식은 없어요","G","숙박","호텔","0","12","조식제공문의","","A","","","","","저희는 조식은 없어요","조식","","",""
"고객","조식이 없으면 어떻게 해요?","G","숙박","호텔","1","13","조식제공문의","","Q","","조식이 없으면 어떻게 해요?","","","","조식","","",""
"점원","주위에 괜찮은 식당이 많으니 이용하시면 돼요","G","숙박","호텔","0","14","조식제공문의","","A","","","","","주위에 괜찮은 식당이 많으니 이용하시면 돼요","식당,이용","","식당/가게 종류",""
"고객","대구에서 가는데 자차로 이동하는 게 낫나요? 공항을 이용하는 게 낫나요?","G","숙박","호텔","1","15","교통편의문의","","Q","","대구에서 가는데 자차로 이동하는 게 낫나요? 공항을 이용하는 게 낫나요?","","","","대구,자차,공항","자차/자가용","대구/지역 이름,자가용/이동수단",""
"점원","공항이요?","G","숙박","호텔","0","16","교통편의문의","공항확인","Q","","","공항이요?","","","공항","","",""
"고객","네, 공항 맞아요","G","숙박","호텔","1","17","교통편의문의","공항확인","A","","","","네, 공항 맞아요","","공항","","",""
"점원","대구에서 오시는데요?","G","숙박","호텔","0","18","교통편의문의","출발지확인","Q","","","대구에서 오시는데요?","","","대구","","대구/지역 이름",""
"고객","네, 대구에서 출발해요","G","숙박","호텔","1","19","교통편의문의","출발지확인","A","","","","네, 대구에서 출발해요","","대구","","대구/지역 이름",""
"점원","차로 오시는 게 훨씬 낫죠","G","숙박","호텔","0","20","교통편의문의","","A","15","","","","차로 오시는 게 훨씬 낫죠","차","","차/이동수단",""
"고객","자차 이동 시에 발레파킹 해주시나요?","G","숙박","호텔","1","21","주차문의","","Q","","자차 이동 시에 발레파킹 해주시나요?","","","","자차,발레파킹","자차/자가용","자가용/이동수단,발레파킹/서비스 종류",""
"점원","차종은 어떻게 되세요?","G","숙박","호텔","0","22","주차문의","차종문의","Q","","","차종은 어떻게 되세요?","","","차종","","",""
"고객","소형차거든요","G","숙박","호텔","1","23","주차문의","차종문의","A","","","","소형차거든요","","소형차","","소형차/자동차 종류",""
"점원","주차장 앞에 카운터에서 바로 타워 주차해드려요","G","숙박","호텔","0","24","주차문의","","A","21","","","","주차장 앞에 카운터에서 바로 타워 주차해드려요","주차장,카운터,타워 주차","","타워 주차/주차 종류",""
"고객","자차 안 가져가면 연계된 렌터카 회사가 있나요?","G","숙박","호텔","1","25","렌터카문의","","Q","","자차 안 가져가면 연계된 렌터카 회사가 있나요?","","","","자차,렌터카,회사","자차/자가용","자가용/이동수단,렌터카/이동수단",""
"점원","연계된 렌터카는 없어서 대구에서 직접 렌트를 해서 오셔야 해요","G","숙박","호텔","0","26","렌터카문의","","A","","","","","연계된 렌터카는 없어서 대구에서 직접 렌트를 해서 오셔야 해요","렌터카,대구,렌트","","렌터카/이동수단,대구/지역 이름",""
"고객","체크인 시간은 몇 시고 체크아웃 시간은 몇 시에요?","G","숙박","호텔","1","27","이용시간문의","","Q","","체크인 시간은 몇 시고 체크아웃 시간은 몇 시에요?","","","","체크인,몇 시,체크아웃,몇 시","","몇 시/시간",""
"점원","체크인 체크아웃은 저희가 상황에 따라서 조정을 해드리는데, 원래 체크인은 네 시고 체크아웃은 다음 날 열한 시에요","G","숙박","호텔","0","28","이용시간문의","","A","","","","","체크인 체크아웃은 저희가 상황에 따라서 조정을 해드리는데, 원래 체크인은 네 시고 체크아웃은 다음 날 열한 시에요","체크인,체크아웃,체크인,네 시,체크아웃,다음 날,열한 시","","네 시/시간,열한 시/시간",""
"고객","객실 안에 전자레인지나 인덕션, 컴퓨터 같은 게 구비가 되어있나요?","G","숙박","호텔","1","29","비치품목문의","","Q","","객실 안에 전자레인지나 인덕션, 컴퓨터 같은 게 구비가 되어있나요?","","","","객실,전자레인지,인덕션,컴퓨터","","",""
"점원","컴퓨터는 없고, 인덕션이나 전자레인지를 쓰시려면 디럭스 트윈룸에는 없고 디럭스 콘도로 가셔야 해요","G","숙박","호텔","0","30","비치품목문의","","A","","","","","컴퓨터는 없고, 인덕션이나 전자레인지를 쓰시려면 디럭스 트윈룸에는 없고 디럭스 콘도로 가셔야 해요","컴퓨터,인덕션,전자레인지,디럭스 트윈룸,디럭스 콘도","","디럭스 트윈룸/방 종류,디럭스 콘도/방 종류",""
"고객","편의시설 어떤 거 좀 이용할 수 있나요?","G","숙박","호텔","1","31","호텔內편의시설문의","","Q","","편의시설 어떤 거 좀 이용할 수 있나요?","","","","편의시설","","",""
"점원","호텔 안 편의시설 말씀이세요?","G","숙박","호텔","0","32","호텔內편의시설문의","추가사항확인","Q","","","호텔 안 편의시설 말씀이세요?","","","호텔,편의시설","","호텔/숙박시설 종류",""
"고객","예, 호텔 안 편의시설이요","G","숙박","호텔","1","33","호텔內편의시설문의","추가사항확인","A","","","","예, 호텔 안 편의시설이요","","호텔,편의시설","","호텔/숙박시설 종류",""
"점원","호텔 안에 편의시설은 없어요","G","숙박","호텔","0","34","호텔內편의시설문의","","A","31","","","","호텔 안에 편의시설은 없어요","호텔,편의시설","","호텔/숙박시설 종류",""
"고객","부가시설이 없어요?","G","숙박","호텔","1","35","호텔內편의시설문의","","Q","","부가시설이 없어요?","","","","부가시설","","",""
"점원","부가시설은 없어요. 통영 호텔 이용하시는 분들은 시장 중심이나 여객선 터미널에 밀접해 있어서, 이 근처에서 뭔가를 하려고 하시지 호텔 안에서 뭔가 하시려는 분들은 없다고 봐야 해요","G","숙박","호텔","0","36","호텔內편의시설문의","","A","","","","","부가시설은 없어요. 통영 호텔 이용하시는 분들은 시장 중심이나 여객선 터미널에 밀접해 있어서, 이 근처에서 뭔가를 하려고 하시지 호텔 안에서 뭔가 하시려는 분들은 없다고 봐야 해요","부가시설","","",""
"고객","룸 안에서 음식을 배달해서 먹을 수는 있나요?","G","숙박","호텔","1","37","배달음식문의","","Q","","룸 안에서 음식을 배달해서 먹을 수는 있나요?","","","","룸,음식,배달","","",""
"점원","배달은 해 드시면 돼요","G","숙박","호텔","0","38","배달음식문의","","A","","","","","배달은 해 드시면 돼요","배달","","",""
"고객","커피숍이나 수영장 이용할 수 있는 시설은 아무것도 없는 거죠?","G","숙박","호텔","1","39","호텔內편의시설문의","","Q","","커피숍이나 수영장 이용할 수 있는 시설은 아무것도 없는 거죠?","","","","커피숍,수영장,시설","","커피숍/가게 종류",""
"점원","수영장은 없고, 호텔 일 층에 커피숍은 있어요","G","숙박","호텔","0","40","호텔內편의시설문의","","A","","","","","수영장은 없고, 호텔 일 층에 커피숍은 있어요","수영장,호텔,일 층,커피숍","","호텔/숙박시설 종류,일 층/층수,커피숍/가게 종류",""
"고객","저희가 돈을 지불하고 이용하는 커피숍인 거죠?","G","숙박","호텔","1","41","호텔內편의시설문의","","Q","","저희가 돈을 지불하고 이용하는 커피숍인 거죠?","","","","돈,지불,커피숍","","커피숍/가게 종류",""
"점원","유료 커피숍이에요","G","숙박","호텔","0","42","호텔內편의시설문의","","A","","","","","유료 커피숍이에요","유료,커피숍","","커피숍/가게 종류",""
"고객","커피숍 이용 시간은 몇 시부터 몇 시까지예요?","G","숙박","호텔","1","43","부대시설이용시간문의","","Q","","커피숍 이용 시간은 몇 시부터 몇 시까지예요?","","","","커피숍,이용 시간,몇 시,몇 시","","커피숍/가게 종류,몇 시/시간",""
"점원","커피숍은 아침부터 밤 정도까지 해요","G","숙박","호텔","0","44","부대시설이용시간문의","","A","","","","","커피숍은 아침부터 밤 정도까지 해요","커피숍,아침,밤","","커피숍/가게 종류,아침/시간,밤/시간",""
"고객","객실 안에 무료 음료 어떤 게 제공되고 있나요?","G","숙박","호텔","1","45","무료음료제공문의","","Q","","객실 안에 무료 음료 어떤 게 제공되고 있나요?","","","","객실,무료 음료","","",""
"점원","저희는 음료수는 없고, 물은 사람 인원대로 제공되고 있어요","G","숙박","호텔","0","46","무료음료제공문의","","A","","","","","저희는 음료수는 없고, 물은 사람 인원대로 제공되고 있어요","음료수,물,제공","","",""
"고객","근처에 마트는 좀 있나요?","G","숙박","호텔","1","47","편의시설문의","","Q","","근처에 마트는 좀 있나요?","","","","마트","","마트/가게 종류",""
"점원","바로 앞에 편의점이 있어요","G","숙박","호텔","0","48","편의시설문의","","A","","","","","바로 앞에 편의점이 있어요","편의점","","편의점/가게 종류",""
"고객","생수는 더 달라고 하면 받을 수는 있나요?","G","숙박","호텔","1","49","용품추가문의","","Q","","생수는 더 달라고 하면 받을 수는 있나요?","","","","생수","","",""
"점원","생수는 요구하는 대로 드려요","G","숙박","호텔","0","50","용품추가문의","","A","","","","","생수는 요구하는 대로 드려요","생수","","",""
"고객","삼월 십육일 예약 가능한가요?","G","숙박","호텔","1","1","특정날짜예약문의","","Q","","삼월 십육일 예약 가능한가요?","","","","삼월 십육일,예약","","삼월 십육일/날짜",""
"점원","객실 예약 말씀이시죠?","G","숙박","호텔","0","2","특정날짜예약문의","추가사항확인","Q","","","객실 예약 말씀이시죠?","","","객실,예약","","",""
"고객","네, 방 하나 예약하려고요","G","숙박","호텔","1","3","특정날짜예약문의","추가사항확인","A","","","","네, 방 하나 예약하려고요","","방,하나,예약","","하나/수량",""
"점원","예약할 수 있으시고 몇 분 투숙 예정이세요?","G","숙박","호텔","0","4","특정날짜예약문의","인원수문의","Q","","","예약할 수 있으시고 몇 분 투숙 예정이세요?","","","예약,몇 분,투숙","","몇 분/인원",""
"고객","성인 두 명에 아이 두 명 해서 묵으려고 하거든요","G","숙박","호텔","1","5","특정날짜예약문의","인원수문의","A","","","","성인 두 명에 아이 두 명 해서 묵으려고 하거든요","","성인,두 명,아이,두 명","","성인/연령대,두 명/인원,아이/연령대",""
"점원","패밀리 트윈으로 세미 더블 두 개 있는 사인 객실 예약할 수 있으세요. 디럭스 트윈룸이라는 더블베드 하나, 싱글베드 하나 있는 사인실 객실도 예약 가능하세요","G","숙박","호텔","0","6","특정날짜예약문의","","A","1","","","","패밀리 트윈으로 세미 더블 두 개 있는 사인 객실 예약할 수 있으세요. 디럭스 트윈룸이라는 더블베드 하나, 싱글베드 하나 있는 사인실 객실도 예약 가능하세요","패밀리 트윈,세미 더블,두 개,사인,객실,디럭스 트윈룸,더블베드,하나,싱글베드,하나,사인,객실,예약","","패밀리 트윈/방 종류,세미 더블/침대 종류,두 개/수량,사인/인원,디럭스 트윈룸/방 종류,더블베드/침대 종류,하나/수량,싱글베드/수량",""
"고객","가격은 어떤 게 괜찮을까요?","G","숙박","호텔","1","7","이용요금문의","","Q","","가격은 어떤 게 괜찮을까요?","","","","가격","","",""
"점원","토요일의 패밀리 트윈은 삼십구만 육천 원, 디럭스 트윈은 삼십사만 천 원이에요","G","숙박","호텔","0","8","이용요금문의","","A","","","","","토요일의 패밀리 트윈은 삼십구만 육천 원, 디럭스 트윈은 삼십사만 천 원이에요","토요일,패밀리 트윈,삼십구만 육천 원,디럭스 트윈,삼십사만 천 원","","토요일/요일,패밀리 트윈/방 종류,삼십구만 육천 원/가격,디럭스 트윈/방 종류,삼십사만 천 원/가격",""
"고객","할인되는 방은 없어요?","G","숙박","호텔","1","9","할인문의","","Q","","할인되는 방은 없어요?","","","","할인,방","","",""
"점원","모닝 릴레이 패키지라고 객실, 조식 두 분, 키즈 텐트, 키즈 세트 이렇게 제공해 드려요. 조식은 성인 것만 추가하시면 돼요. 삼십이만 원에 아이들한테 증정되는 키즈 장난감, 어린이 시계, 어린이 백팩, 우드 퍼즐도 제공해드리고 있어요. 체크인 체크아웃도 저희가 조정을 해드릴 수 있어요","G","숙박","호텔","0","10","할인문의","","A","","","","","모닝 릴레이 패키지라고 객실, 조식 두 분, 키즈 텐트, 키즈 세트 이렇게 제공해 드려요. 조식은 성인 것만 추가하시면 돼요. 삼십이만 원에 아이들한테 증정되는 키즈 장난감, 어린이 시계, 어린이 백팩, 우드 퍼즐도 제공해드리고 있어요. 체크인 체크아웃도 저희가 조정을 해드릴 수 있어요","모닝 릴레이 패키지,객실,조식,두 분,키즈 텐트,키즈 세트,조식,성인,삼십이만 원,아이들,키즈 장난감,어린이 시계,어린이 백팩,우드 퍼즐","","모닝 릴레이 패키지/패키지 종류,두 분/인원,성인/연령대,삼십이만 원/가격",""
"고객","공항에 내려서 호텔까지 몇 분이나 걸리나요?","G","숙박","호텔","1","11","소요시간문의","","Q","","공항에 내려서 호텔까지 몇 분이나 걸리나요?","","","","공항,호텔,몇 분","","호텔/숙박시설 종류,몇 분/시간",""
"점원","공항에서 호텔까지 차량으로 삼사십분 정도요","G","숙박","호텔","0","12","소요시간문의","","A","","","","","공항에서 호텔까지 차량으로 삼사십분 정도요","공항,호텔,차량,삼사십분","","호텔/숙박시설 종류,차량/이동수단,삼사십분/시간",""
"고객","욕실용품은 제공이 되나요?","G","숙박","호텔","1","13","편의용품구비여부문의","","Q","","욕실용품은 제공이 되나요?","","","","욕실용품","","",""
"점원","어떤 욕실용품 말씀이세요?","G","숙박","호텔","0","14","편의용품구비여부문의","추가사항문의","Q","","","어떤 욕실용품 말씀이세요?","","","욕실용품","","",""
"고객","샴푸, 수건 같은 거요","G","숙박","호텔","1","15","편의용품구비여부문의","추가사항문의","A","","","","샴푸, 수건 같은 거요","","샴푸,수건","","샴푸/세면도구 종류,수건/세면도구 종류",""
"점원","어메니티는 무료로 제공이 가능한데 칫솔, 치약은 유료 제품이기에 별도로 챙겨오시는 게 나을 거예요","G","숙박","호텔","0","16","편의용품구비여부문의","","A","13","","","","어메니티는 무료로 제공이 가능한데 칫솔, 치약은 유료 제품이기에 별도로 챙겨오시는 게 나을 거예요","어메니티,무료,칫솔,치약,유료","","칫솔/세면도구 종류,치약/세면도구 종류",""
"고객","룸서비스는 가능할까요?","G","숙박","호텔","1","17","룸서비스문의","","Q","","룸서비스는 가능할까요?","","","","룸서비스","","룸서비스/서비스 종류",""
"점원","룸서비스는 가능하세요","G","숙박","호텔","0","18","룸서비스문의","","A","","","","","룸서비스는 가능하세요","룸서비스","","룸서비스/서비스 종류",""
"고객","연계된 렌터카 회사가 있나요?","G","숙박","호텔","1","19","렌터카문의","","Q","","연계된 렌터카 회사가 있나요?","","","","렌터카,회사","","렌터카/이동수단",""
"점원","에이제이 렌터카라고 저희와 제휴가 되어 있어요. 번호를 알려주시면 그쪽으로 연락을 해드리는 방식이에요","G","숙박","호텔","0","20","렌터카문의","","A","","","","","에이제이 렌터카라고 저희와 제휴가 되어 있어요. 번호를 알려주시면 그쪽으로 연락을 해드리는 방식이에요","에이제이 렌터카,제휴,번호,연락","","에이제이 렌터카/렌터카 브랜드",""
"고객","스프링클러는 설치가 되어있죠?","G","숙박","호텔","1","21","소방안전문의","","Q","","스프링클러는 설치가 되어있죠?","","","","스프링클러","","",""
"점원","스프링클러는 소방법에 따라서 구비가 되어 있어요","G","숙박","호텔","0","22","소방안전문의","","A","","","","","스프링클러는 소방법에 따라서 구비가 되어 있어요","스프링클러,소방법","","소방법/법 종류",""
"고객","룸에서 음식을 배달해 먹을 수는 있나요?","G","숙박","호텔","1","23","배달음식문의","","Q","","룸에서 음식을 배달해 먹을 수는 있나요?","","","","룸,음식,배달","","",""
"점원","저희가 룸서비스를 오후 열 시까지 운영을 하기 때문에, 객실에서는 음식을 시켜 드실 수가 없어요. 열 시 이후에는 음식 배달이 가능해요","G","숙박","호텔","0","24","배달음식문의","","A","","","","","저희가 룸서비스를 오후 열 시까지 운영을 하기 때문에, 객실에서는 음식을 시켜 드실 수가 없어요. 열 시 이후에는 음식 배달이 가능해요","룸서비스,오후,열 시,객실,음식,열 시,음식,배달","","룸서비스/서비스 종류,오후/시간,열 시/시간",""
"고객","제휴 할인 카드는 있나요?","G","숙박","호텔","1","25","제휴할인문의","","Q","","제휴 할인 카드는 있나요?","","","","제휴 할인 카드","","제휴 할인 카드/카드 종류",""
"점원","제휴 할인은 없어요. 결제하실 때 무이자 할부 등의 정확한 상담은 프런트 데스크에서 가능하세요","G","숙박","호텔","0","26","제휴할인문의","","A","","","","","제휴 할인은 없어요. 결제하실 때 무이자 할부 등의 정확한 상담은 프런트 데스크에서 가능하세요","제휴 할인,결제,무이자 할부,상담,프런트 데스크","","제휴 할인/할인 종류,무이자 할부/할부 종류",""
"고객","수영장이나 이런 편의시설을 이용할 수는 있나요?","G","숙박","호텔","1","27","호텔內편의시설문의","","Q","","수영장이나 이런 편의시설을 이용할 수는 있나요?","","","","수영장,편의시설","","",""
"점원","수영장은 투숙객분들은 무료로 이용이 가능하신데, 외부 수영장밖에 없어요. 겨울에는 수영복보다는 래시 가드라든지 겉옷 챙겨오셔야 할 거예요","G","숙박","호텔","0","28","호텔內편의시설문의","","A","","","","","수영장은 투숙객분들은 무료로 이용이 가능하신데, 외부 수영장밖에 없어요. 겨울에는 수영복보다는 래시 가드라든지 겉옷 챙겨오셔야 할 거예요","수영장,무료,외부 수영장","","외부 수영장/수영장 종류",""
"고객","사우나도 있어요?","G","숙박","호텔","1","29","호텔內편의시설문의","","Q","","사우나도 있어요?","","","","사우나","","",""
"점원","네, 사우나도 있어요","G","숙박","호텔","0","30","호텔內편의시설문의","","A","","","","","네, 사우나도 있어요","사우나","","",""
"고객","사우나는 입장권이 얼마예요?","G","숙박","호텔","1","31","부대시설이용요금문의","","Q","","사우나는 입장권이 얼마예요?","","","","사우나,입장권","","",""
